"","Year","datatopic","peryear_indicators"
"3990",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3991",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3992",2016,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3993",2016,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3994",2016,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3995",2016,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3996",2016,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3997",2016,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3998",2016,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3999",2016,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4000",2016,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4001",2016,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4002",2016,"Economic Policy & Debt: Official development assistance",61
"4003",2016,"Economic Policy & Debt: Purchasing power parity",13
"4004",2016,"Education: Efficiency",21
"4005",2016,"Education: Inputs",42
"4006",2016,"Education: Outcomes",49
"4007",2016,"Education: Participation",44
"4008",2016,"Employment and Time Use",1
"4009",2016,"Environment: Agricultural production",11
"4010",2016,"Environment: Biodiversity & protected areas",3
"4011",2016,"Environment: Density & urbanization",12
"4012",2016,"Environment: Emissions",5
"4013",2016,"Environment: Energy production & use",10
"4014",2016,"Environment: Freshwater",9
"4015",2016,"Environment: Land use",12
"4016",2016,"Environment: Natural resources contribution to GDP",6
"4017",2016,"Financial Sector: Access",6
"4018",2016,"Financial Sector: Assets",14
"4019",2016,"Financial Sector: Capital markets",7
"4020",2016,"Financial Sector: Exchange rates & prices",10
"4021",2016,"Financial Sector: Interest rates",5
"4022",2016,"Financial Sector: Monetary holdings (liabilities)",4
"4023",2016,"Gender: Agency",2
"4024",2016,"Gender: Health",7
"4025",2016,"Gender: Participation & access",2
"4026",2016,"Gender: Public life & decision making",3
"4027",2016,"Health",2
"4028",2016,"Health: Disease prevention",25
"4029",2016,"Health: Health systems",23
"4030",2016,"Health: Mortality",35
"4031",2016,"Health: Nutrition",26
"4032",2016,"Health: Population: Dynamics",13
"4033",2016,"Health: Population: Structure",58
"4034",2016,"Health: Reproductive health",16
"4035",2016,"Health: Risk factors",25
"4036",2016,"Health: Universal Health Coverage",11
"4037",2016,"Infrastructure: Communications",15
"4038",2016,"Infrastructure: Technology",13
"4039",2016,"Infrastructure: Transportation",8
"4040",2016,"Poverty: Income distribution",9
"4041",2016,"Poverty: Poverty rates",10
"4042",2016,"Poverty: Shared prosperity",5
"4043",2016,"Private Sector & Trade: Business environment",52
"4044",2016,"Private Sector & Trade: Exports",23
"4045",2016,"Private Sector & Trade: Imports",23
"4046",2016,"Private Sector & Trade: Private infrastructure investment",8
"4047",2016,"Private Sector & Trade: Total merchandise trade",1
"4048",2016,"Private Sector & Trade: Trade facilitation",16
"4049",2016,"Private Sector & Trade: Trade price indices",2
"4050",2016,"Private Sector & Trade: Travel & tourism",10
"4051",2016,"Public Sector: Conflict & fragility",7
"4052",2016,"Public Sector: Defense & arms trade",8
"4053",2016,"Public Sector: Government finance",1
"4054",2016,"Public Sector: Government finance: Deficit & financing",10
"4055",2016,"Public Sector: Government finance: Expense",13
"4056",2016,"Public Sector: Government finance: Revenue",22
"4057",2016,"Public Sector: Policy & institutions",63
"4058",2016,"Social Protection & Labor: Economic activity",74
"4059",2016,"Social Protection & Labor: Labor force structure",28
"4060",2016,"Social Protection & Labor: Migration",3
"4061",2016,"Social Protection & Labor: Performance",27
"4062",2016,"Social Protection & Labor: Unemployment",27
"4063",2016,"Trade",30
"4064",2017,"",43
"4065",2017,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4066",2017,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4067",2017,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4068",2017,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4069",2017,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4070",2017,"Economic Policy & Debt: External debt: Debt outstanding",9
"4071",2017,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"4072",2017,"Economic Policy & Debt: External debt: Debt service",5
"4073",2017,"Economic Policy & Debt: External debt: Net flows",20
"4074",2017,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4075",2017,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4076",2017,"Economic Policy & Debt: National accounts: Growth rates",16
"4077",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4078",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4079",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4080",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4081",2017,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4082",2017,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4083",2017,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4084",2017,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4085",2017,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4086",2017,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4087",2017,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4088",2017,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4089",2017,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4090",2017,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4091",2017,"Economic Policy & Debt: Official development assistance",61
"4092",2017,"Economic Policy & Debt: Purchasing power parity",13
"4093",2017,"Education: Efficiency",21
"4094",2017,"Education: Inputs",42
"4095",2017,"Education: Outcomes",49
"4096",2017,"Education: Participation",44
"4097",2017,"Employment and Time Use",1
"4098",2017,"Environment: Agricultural production",11
"4099",2017,"Environment: Biodiversity & protected areas",3
"4100",2017,"Environment: Density & urbanization",11
"4101",2017,"Environment: Emissions",5
"4102",2017,"Environment: Energy production & use",10
"4103",2017,"Environment: Freshwater",9
"4104",2017,"Environment: Land use",12
"4105",2017,"Environment: Natural resources contribution to GDP",6
"4106",2017,"Financial Sector: Access",15
"4107",2017,"Financial Sector: Assets",14
"4108",2017,"Financial Sector: Capital markets",7
"4109",2017,"Financial Sector: Exchange rates & prices",10
"4110",2017,"Financial Sector: Interest rates",5
"4111",2017,"Financial Sector: Monetary holdings (liabilities)",4
"4112",2017,"Gender: Agency",2
"4113",2017,"Gender: Health",7
"4114",2017,"Gender: Participation & access",2
"4115",2017,"Gender: Public life & decision making",3
"4116",2017,"Health",2
"4117",2017,"Health: Disease prevention",25
"4118",2017,"Health: Health systems",22
"4119",2017,"Health: Mortality",35
"4120",2017,"Health: Nutrition",26
"4121",2017,"Health: Population: Dynamics",13
"4122",2017,"Health: Population: Structure",58
"4123",2017,"Health: Reproductive health",16
"4124",2017,"Health: Risk factors",25
"4125",2017,"Health: Universal Health Coverage",12
"4126",2017,"Infrastructure: Communications",15
"4127",2017,"Infrastructure: Technology",13
"4128",2017,"Infrastructure: Transportation",8
"4129",2017,"Poverty: Income distribution",9
"4130",2017,"Poverty: Poverty rates",10
"4131",2017,"Poverty: Shared prosperity",5
"4132",2017,"Private Sector & Trade: Business environment",52
"4133",2017,"Private Sector & Trade: Exports",23
"4134",2017,"Private Sector & Trade: Imports",23
"4135",2017,"Private Sector & Trade: Private infrastructure investment",8
"4136",2017,"Private Sector & Trade: Total merchandise trade",1
"4137",2017,"Private Sector & Trade: Trade facilitation",8
"4138",2017,"Private Sector & Trade: Trade price indices",2
"4139",2017,"Private Sector & Trade: Travel & tourism",10
"4140",2017,"Public Sector: Conflict & fragility",7
"4141",2017,"Public Sector: Defense & arms trade",8
"4142",2017,"Public Sector: Government finance",1
"4143",2017,"Public Sector: Government finance: Deficit & financing",10
"4144",2017,"Public Sector: Government finance: Expense",13
"4145",2017,"Public Sector: Government finance: Revenue",22
"4146",2017,"Public Sector: Policy & institutions",72
"4147",2017,"Social Protection & Labor: Economic activity",41
"4148",2017,"Social Protection & Labor: Labor force structure",28
"4149",2017,"Social Protection & Labor: Migration",3
"4150",2017,"Social Protection & Labor: Performance",27
"4151",2017,"Social Protection & Labor: Unemployment",27
"4152",2017,"Trade",29
"4153",2018,"",43
"4154",2018,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4155",2018,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4156",2018,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4157",2018,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4158",2018,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4159",2018,"Economic Policy & Debt: External debt: Debt outstanding",9
"4160",2018,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"4161",2018,"Economic Policy & Debt: External debt: Debt service",5
"4162",2018,"Economic Policy & Debt: External debt: Net flows",20
"4163",2018,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4164",2018,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4165",2018,"Economic Policy & Debt: National accounts: Growth rates",16
"4166",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4167",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4168",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4169",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4170",2018,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4171",2018,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4172",2018,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4173",2018,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4174",2018,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4175",2018,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4176",2018,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4177",2018,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4178",2018,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4179",2018,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4180",2018,"Economic Policy & Debt: Official development assistance",60
"4181",2018,"Economic Policy & Debt: Purchasing power parity",13
"4182",2018,"Education: Efficiency",21
"4183",2018,"Education: Inputs",42
"4184",2018,"Education: Outcomes",40
"4185",2018,"Education: Participation",44
"4186",2018,"Employment and Time Use",1
"4187",2018,"Environment: Agricultural production",11
"4188",2018,"Environment: Biodiversity & protected areas",7
"4189",2018,"Environment: Density & urbanization",12
"4190",2018,"Environment: Emissions",1
"4191",2018,"Environment: Energy production & use",10
"4192",2018,"Environment: Freshwater",9
"4193",2018,"Environment: Land use",12
"4194",2018,"Environment: Natural resources contribution to GDP",6
"4195",2018,"Financial Sector: Access",6
"4196",2018,"Financial Sector: Assets",14
"4197",2018,"Financial Sector: Capital markets",7
