"","Year","datatopic","peryear_indicators"
"4116",2018,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4117",2018,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4118",2018,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4119",2018,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4120",2018,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4121",2018,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4122",2018,"Economic Policy & Debt: Official development assistance",60
"4123",2018,"Economic Policy & Debt: Purchasing power parity",13
"4124",2018,"Education: Efficiency",21
"4125",2018,"Education: Inputs",42
"4126",2018,"Education: Outcomes",40
"4127",2018,"Education: Participation",44
"4128",2018,"Employment and Time Use",1
"4129",2018,"Environment: Agricultural production",11
"4130",2018,"Environment: Biodiversity & protected areas",7
"4131",2018,"Environment: Density & urbanization",12
"4132",2018,"Environment: Emissions",44
"4133",2018,"Environment: Energy production & use",27
"4134",2018,"Environment: Freshwater",9
"4135",2018,"Environment: Land use",12
"4136",2018,"Environment: Natural resources contribution to GDP",6
"4137",2018,"Financial Sector: Access",6
"4138",2018,"Financial Sector: Assets",14
"4139",2018,"Financial Sector: Capital markets",7
"4140",2018,"Financial Sector: Exchange rates & prices",10
"4141",2018,"Financial Sector: Interest rates",5
"4142",2018,"Financial Sector: Monetary holdings (liabilities)",4
"4143",2018,"Gender: Agency",2
"4144",2018,"Gender: Health",6
"4145",2018,"Gender: Participation & access",2
"4146",2018,"Gender: Public life & decision making",3
"4147",2018,"Health",2
"4148",2018,"Health: Disease prevention",25
"4149",2018,"Health: Health systems",22
"4150",2018,"Health: Mortality",35
"4151",2018,"Health: Nutrition",30
"4152",2018,"Health: Population: Dynamics",12
"4153",2018,"Health: Population: Structure",58
"4154",2018,"Health: Reproductive health",16
"4155",2018,"Health: Risk factors",25
"4156",2018,"Health: Universal Health Coverage",11
"4157",2018,"Infrastructure: Communications",15
"4158",2018,"Infrastructure: Technology",13
"4159",2018,"Infrastructure: Transportation",8
"4160",2018,"Poverty: Income distribution",9
"4161",2018,"Poverty: Poverty rates",10
"4162",2018,"Poverty: Shared prosperity",5
"4163",2018,"Private Sector & Trade: Business environment",28
"4164",2018,"Private Sector & Trade: Exports",23
"4165",2018,"Private Sector & Trade: Imports",23
"4166",2018,"Private Sector & Trade: Private infrastructure investment",8
"4167",2018,"Private Sector & Trade: Total merchandise trade",1
"4168",2018,"Private Sector & Trade: Trade facilitation",8
"4169",2018,"Private Sector & Trade: Trade price indices",2
"4170",2018,"Private Sector & Trade: Travel & tourism",10
"4171",2018,"Public Sector: Conflict & fragility",6
"4172",2018,"Public Sector: Defense & arms trade",8
"4173",2018,"Public Sector: Government finance",1
"4174",2018,"Public Sector: Government finance: Deficit & financing",8
"4175",2018,"Public Sector: Government finance: Expense",13
"4176",2018,"Public Sector: Government finance: Revenue",22
"4177",2018,"Public Sector: Policy & institutions",72
"4178",2018,"Social Protection & Labor: Economic activity",41
"4179",2018,"Social Protection & Labor: Labor force structure",28
"4180",2018,"Social Protection & Labor: Migration",11
"4181",2018,"Social Protection & Labor: Performance",27
"4182",2018,"Social Protection & Labor: Unemployment",27
"4183",2018,"Trade",24
"4184",2019,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4185",2019,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4186",2019,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4187",2019,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4188",2019,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4189",2019,"Economic Policy & Debt: External debt: Debt outstanding",9
"4190",2019,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"4191",2019,"Economic Policy & Debt: External debt: Debt service",5
"4192",2019,"Economic Policy & Debt: External debt: Net flows",20
"4193",2019,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4194",2019,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4195",2019,"Economic Policy & Debt: National accounts: Growth rates",16
"4196",2019,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4197",2019,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4198",2019,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4199",2019,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4200",2019,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4201",2019,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4202",2019,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4203",2019,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4204",2019,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4205",2019,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4206",2019,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4207",2019,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4208",2019,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4209",2019,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4210",2019,"Economic Policy & Debt: Official development assistance",60
"4211",2019,"Economic Policy & Debt: Purchasing power parity",13
"4212",2019,"Education: Efficiency",18
"4213",2019,"Education: Inputs",39
"4214",2019,"Education: Outcomes",49
"4215",2019,"Education: Participation",44
"4216",2019,"Employment and Time Use",1
"4217",2019,"Environment: Agricultural production",11
"4218",2019,"Environment: Biodiversity & protected areas",3
"4219",2019,"Environment: Density & urbanization",12
"4220",2019,"Environment: Emissions",44
"4221",2019,"Environment: Energy production & use",27
"4222",2019,"Environment: Freshwater",9
"4223",2019,"Environment: Land use",12
"4224",2019,"Environment: Natural resources contribution to GDP",6
"4225",2019,"Financial Sector: Access",6
"4226",2019,"Financial Sector: Assets",14
"4227",2019,"Financial Sector: Capital markets",7
"4228",2019,"Financial Sector: Exchange rates & prices",10
"4229",2019,"Financial Sector: Interest rates",5
"4230",2019,"Financial Sector: Monetary holdings (liabilities)",4
"4231",2019,"Gender: Agency",2
"4232",2019,"Gender: Health",6
"4233",2019,"Gender: Participation & access",2
"4234",2019,"Gender: Public life & decision making",3
"4235",2019,"Health",2
"4236",2019,"Health: Disease prevention",25
"4237",2019,"Health: Health systems",21
"4238",2019,"Health: Mortality",39
"4239",2019,"Health: Nutrition",30
"4240",2019,"Health: Population: Dynamics",12
"4241",2019,"Health: Population: Structure",58
"4242",2019,"Health: Reproductive health",16
"4243",2019,"Health: Risk factors",28
"4244",2019,"Health: Universal Health Coverage",12
"4245",2019,"Infrastructure: Communications",15
"4246",2019,"Infrastructure: Technology",12
"4247",2019,"Infrastructure: Transportation",8
"4248",2019,"Poverty: Income distribution",9
"4249",2019,"Poverty: Poverty rates",10
"4250",2019,"Poverty: Shared prosperity",5
"4251",2019,"Private Sector & Trade: Business environment",28
"4252",2019,"Private Sector & Trade: Exports",23
"4253",2019,"Private Sector & Trade: Imports",23
"4254",2019,"Private Sector & Trade: Private infrastructure investment",8
"4255",2019,"Private Sector & Trade: Total merchandise trade",1
"4256",2019,"Private Sector & Trade: Trade price indices",2
"4257",2019,"Private Sector & Trade: Travel & tourism",10
"4258",2019,"Public Sector: Conflict & fragility",6
"4259",2019,"Public Sector: Defense & arms trade",8
"4260",2019,"Public Sector: Government finance",1
"4261",2019,"Public Sector: Government finance: Deficit & financing",8
"4262",2019,"Public Sector: Government finance: Expense",13
"4263",2019,"Public Sector: Government finance: Revenue",22
"4264",2019,"Public Sector: Policy & institutions",63
"4265",2019,"Social Protection & Labor: Economic activity",41
"4266",2019,"Social Protection & Labor: Labor force structure",28
"4267",2019,"Social Protection & Labor: Migration",11
"4268",2019,"Social Protection & Labor: Performance",27
"4269",2019,"Social Protection & Labor: Unemployment",27
"4270",2019,"Trade",23
"4271",2020,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4272",2020,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4273",2020,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4274",2020,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4275",2020,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4276",2020,"Economic Policy & Debt: External debt: Debt outstanding",9
"4277",2020,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"4278",2020,"Economic Policy & Debt: External debt: Debt service",5
"4279",2020,"Economic Policy & Debt: External debt: Net flows",20
"4280",2020,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4281",2020,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4282",2020,"Economic Policy & Debt: National accounts: Growth rates",16
"4283",2020,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4284",2020,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4285",2020,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4286",2020,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4287",2020,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4288",2020,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4289",2020,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4290",2020,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4291",2020,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4292",2020,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4293",2020,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4294",2020,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4295",2020,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4296",2020,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4297",2020,"Economic Policy & Debt: Official development assistance",63
"4298",2020,"Economic Policy & Debt: Purchasing power parity",13
"4299",2020,"Education: Efficiency",6
"4300",2020,"Education: Inputs",30
"4301",2020,"Education: Outcomes",40
"4302",2020,"Education: Participation",29
"4303",2020,"Employment and Time Use",1
"4304",2020,"Environment: Agricultural production",11
"4305",2020,"Environment: Biodiversity & protected areas",3
"4306",2020,"Environment: Density & urbanization",12
"4307",2020,"Environment: Emissions",44
"4308",2020,"Environment: Energy production & use",27
"4309",2020,"Environment: Freshwater",9
"4310",2020,"Environment: Land use",12
"4311",2020,"Environment: Natural resources contribution to GDP",6
"4312",2020,"Financial Sector: Access",6
"4313",2020,"Financial Sector: Assets",14
"4314",2020,"Financial Sector: Capital markets",7
"4315",2020,"Financial Sector: Exchange rates & prices",10
"4316",2020,"Financial Sector: Interest rates",5
"4317",2020,"Financial Sector: Monetary holdings (liabilities)",4
"4318",2020,"Gender: Agency",2
"4319",2020,"Gender: Health",6
"4320",2020,"Gender: Participation & access",2
"4321",2020,"Gender: Public life & decision making",3
"4322",2020,"Health",2
"4323",2020,"Health: Disease prevention",25
"4324",2020,"Health: Health systems",21
"4325",2020,"Health: Mortality",34
"4326",2020,"Health: Nutrition",29
"4327",2020,"Health: Population: Dynamics",12
"4328",2020,"Health: Population: Structure",58
"4329",2020,"Health: Reproductive health",16
"4330",2020,"Health: Risk factors",28
